 -100 445 0
 -100 445 0
 -100 445 250
 -37.6747 445 364.086
 10.2679 445 451.844
 115.005 445 459.271
 115.005 445 459.271


 -100 445 0
 -100 445 0
 -139.452 447.335 246.856
 -79.0836 443.762 361.934
 -32.6461 441.014 450.455
 71.1187 456.972 452.24
 71.1187 456.972 452.24


 -100 445 0
 -100 445 0
 -177.504 454.206 237.505
 -119.305 447.293 353.544
 -74.5375 441.976 442.805
 25.1156 475.025 441.391
 25.1156 475.025 441.391


 -100 445 0
 -100 445 0
 -209.544 464.025 223.915
 -152.806 454.171 340.464
 -109.162 446.591 430.117
 -16.0723 495.109 427.801
 -16.0723 495.109 427.801


 -100 445 0
 -100 445 0
 -238.436 476.786 205.731
 -183.307 464.128 322.781
 -140.901 454.391 412.819
 -57.0692 517.596 411.258
 -57.0692 517.596 411.258


 -100 445 0
 -100 445 0
 -258.368 488.604 188.463
 -203.158 473.403 305.172
 -160.69 461.71 394.948
 -85.7643 535.269 395.425
 -85.7643 535.269 395.425


 -100 445 0
 -100 445 0
 -275.519 501.544 168.807
 -220.349 483.771 285.17
 -177.91 470.099 374.681
 -113.225 552.735 378.152
 -113.225 552.735 378.152


 -100 445 0
 -100 445 0
 -284.136 509.826 156.178
 -226.396 489.498 270.864
 -181.981 473.862 359.084
 -123.311 560.638 366.339
 -123.311 560.638 366.339


 -100 445 0
 -100 445 0
 -291.621 518.299 142.859
 -231.456 495.285 255.777
 -185.175 477.582 342.637
 -132.649 567.742 354.344
 -132.649 567.742 354.344


 -100 445 0
 -100 445 0
 -291.893 519.58 141.827
 -225.885 493.925 250.845
 -175.109 474.191 334.704
 -121.073 562.759 350.857
 -121.073 562.759 350.857


 -100 445 0
 -100 445 0
 -292.152 520.863 140.793
 -220.546 492.592 245.547
 -165.465 470.846 326.127
 -109.522 557.33 346.518
 -109.522 557.33 346.518


 -100 445 0
 -100 445 0
 -287.393 516.655 149.162
 -207.913 486.264 247.444
 -146.775 462.886 323.046
 -83.1454 543.302 345.62
 -83.1454 543.302 345.62


 -100 445 0
 -100 445 0
 -282.248 512.442 157.28
 -195.35 480.285 248.464
 -128.504 455.548 318.606
 -57.4048 529.229 341.864
 -57.4048 529.229 341.864


 -100 445 0
 -100 445 0
 -272.515 504.645 170.825
 -177.195 471.69 252.85
 -103.873 446.339 315.946
 -23.0203 510.12 336.436
 -23.0203 510.12 336.436


 -100 445 0
 -100 445 0
 -261.638 497.013 183.488
 -158.685 463.884 255.621
 -79.4907 438.4 311.108
 9.48997 491.795 327.123
 9.48997 491.795 327.123


 -100 445 0
 -100 445 0
 -247.019 487.976 197.582
 -136.703 455.729 258.331
 -51.8439 430.923 305.061
 44.1738 472.377 314.401
 44.1738 472.377 314.401


 -100 445 0
 -100 445 0
 -230.915 479.471 210.174
 -114.368 448.783 258.908
 -24.7161 425.177 296.396
 75.9687 454.871 298.818
 75.9687 454.871 298.818


 -100 445 0
 -100 445 0
 -211.598 470.575 222.243
 -90.9742 442.932 262.065
 1.81313 421.668 292.698
 104.833 441.671 289.272
 104.833 441.671 289.272


 -100 445 0
 -100 445 0
 -190.818 462.758 232.243
 -66.8428 438.517 262.942
 28.5231 419.87 286.556
 132.646 431.08 278.955
 132.646 431.08 278.955


 -100 445 0
 -100 445 0
 -168.823 456.171 240.08
 -42.2553 435.627 261.493
 55.1047 419.824 277.964
 159.57 423.569 268.064
 159.57 423.569 268.064


 -100 445 0
 -100 445 0
 -145.878 450.939 245.683
 -17.5051 434.321 257.694
 81.2432 421.539 266.934
 185.715 419.585 256.6
 185.715 419.585 256.6


 -100 445 0
 -100 445 0
 -122.263 447.156 248.997
 7.10718 434.627 251.545
 106.622 424.989 253.504
 211.082 419.515 244.386
 211.082 419.515 244.386


 -100 445 0
 -100 445 0
 -98.268 444.888 249.994
 31.2783 436.539 243.064
 130.929 430.116 237.732
 235.52 423.652 231.1
 235.52 423.652 231.1


 -100 445 0
 -100 445 0
 -74.1917 444.169 248.663
 54.7065 440.019 232.291
 153.859 436.827 219.698
 258.7 432.154 216.319
 258.7 432.154 216.319


 -100 445 0
 -100 445 0
 -50.3327 445 245.017
 77.0965 445 219.291
 175.119 445 199.502
 280.119 445 199.586
 280.119 445 199.586


